model,Cubic excess-over-threshold,Emanuel 2011,Schwierz 2010
ACCESS-CM2,0.001288988369874463,0.016514298839295644,29.81271963012029
ACCESS-ESM1-5,0.0029569048054519935,0.02554436786421065,74.27414705355912
AWI-CM-1-1-MR,0.003120969425941244,0.015888139187929876,28.859366359123122
BCC-CSM2-MR,0.004432797928690109,0.02181994348916347,44.577748501321864
CMCC-CM2-SR5,0.00455656306898014,0.029433908868964805,85.02818005830045
CMCC-ESM2,0.003962031136959001,0.02479445391741951,67.94762927650444
CNRM-CM6-1,0.005170640758093423,0.020512507444136636,44.14330484229344
CNRM-CM6-1-HR,0.0027019680592375,0.012861690630572865,13.196076046086041
CNRM-ESM2-1,0.004002014883392698,0.018804051642144874,39.72483422832813
CanESM5,0.0011597904408635034,0.007398331649343263,7.126892519094051
EC-Earth3-CC,0.003076378636652258,0.01601944411469297,25.678363083904877
EC-Earth3-Veg,0.002414877972446814,0.01356917854602602,17.68683758472222
EC-Earth3-Veg-LR,0.002653669072243577,0.014273591731890748,21.413074066092
FGOALS-g3,0.005362467017144416,0.01979158222090835,47.93197580686228
GFDL-CM4,0.002623991053583719,0.017748485802926678,37.50603456470667
GISS-E2-1-G,0.004481748085350055,0.026966516770938333,74.34166220209839
HadGEM3-GC31-LL,0.0018772669224350858,0.02203957959310015,54.52293366289341
HadGEM3-GC31-MM,0.001589660132190078,0.017046209529585042,32.01028157548228
INM-CM4-8,0.00439624641084774,0.02690478374280754,60.37036232925833
INM-CM5-0,0.004639855164899455,0.02790172485302373,63.958831642093266
IPSL-CM6A-LR,0.0013588746892697085,0.008251007225515064,5.949428939112947
KACE-1-0-G,0.0015148477843227857,0.018496536666326783,40.643590902856744
MIROC-ES2L,0.001900303496990927,0.008978001648619272,7.103364278267771
MIROC6,0.0023581981446813894,0.027230445888083092,69.49803105127708
MPI-ESM1-2-HR,0.003249569507172355,0.016183849507138415,30.934471439212455
MPI-ESM1-2-LR,0.0032459584044715007,0.012154684569238862,19.53481368288845
MRI-ESM2-0,0.0020057998085739356,0.01477219556283089,10.634061676520968
NESM3,0.0022686577549259914,0.015020424702692905,27.20146101219014
UKESM1-0-LL,0.0017299214295027254,0.02118125261749234,53.214133979528015
